SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
21,zys,Female,20,Right,1,257,341,267.652242543544,365.257930190957,3,0,29.0653987843561
21,zys,Female,20,Right,1,306,127,273.861064484388,130.413786080178,6,0,36.9415305737384
21,zys,Female,20,Right,1,353,269,240.762276651918,323.805889397238,4,0,50.974260385472
21,zys,Female,20,Right,1,196,81,196.30919022644,83.0417713467905,5,1,22.6575735843562
21,zys,Female,20,Right,1,112,311,99.2356587814745,194.119523498263,2,0,23.2974837843558
21,zys,Female,20,Right,1,97,192,118,262.381995293127,1,0,23.014845384916
21,zys,Female,20,Right,2,196,81,204.289397476447,92.167679192049,5,1,98.2969683687134
21,zys,Female,20,Right,2,306,127,268.436041791272,92.454296975284,6,0,29.4954328860313
21,zys,Female,20,Right,2,353,269,347.118698830699,256.150909974303,4,1,53.475322883236
21,zys,Female,20,Right,2,257,341,308.414942251093,354.953834938692,3,0,31.0262407826813
21,zys,Female,20,Right,2,112,311,108.930798296454,276.088671549317,2,0,31.4510114843561
21,zys,Female,20,Right,2,97,192,97.1237724508164,193.589412352276,1,1,40.8305213849162
21,zys,Female,20,Right,3,97,192,93.9458744689777,191.543698936869,1,1,37.9166382849144
21,zys,Female,20,Right,3,257,341,270.134025538769,364.678757940982,3,0,21.2617083737405
21,zys,Female,20,Right,3,196,81,206.303693450384,84.923650285487,5,1,26.6180215737404
21,zys,Female,20,Right,3,112,311,89.5696792175887,251.552847739992,2,0,23.2568053837967
21,zys,Female,20,Right,3,306,127,272.920782902604,80.4788599687456,6,0,17.1707578849164
21,zys,Female,20,Right,3,353,269,342.730910889272,266.380747638665,4,1,20.2304632849155
21,zys,Female,20,Right,4,353,269,343.514472668161,267.724248599046,4,1,20.2363728843557
21,zys,Female,20,Right,4,112,311,114.971280474699,318.395350546733,2,1,20.4784440832373
21,zys,Female,20,Right,4,257,341,289.075903305139,355.553097529197,3,0,33.4782010843555
21,zys,Female,20,Right,4,196,81,197.106156388117,88.1663923403745,5,1,27.2289209837963
21,zys,Female,20,Right,4,306,127,297.965296387237,102.192187295991,6,0,19.2105655849155
21,zys,Female,20,Right,4,97,192,88.4067170232052,197.916624031682,1,1,21.5744763843559
21,zys,Female,20,Right,5,196,81,203.336942910299,80.9905464075886,5,1,14.448134986591
21,zys,Female,20,Right,5,257,341,296.474460246098,356.263373406697,3,0,34.9241714843556
21,zys,Female,20,Right,5,112,311,105.972284744412,308.514160002796,2,1,27.0117370681528
21,zys,Female,20,Right,5,306,127,305.664053237319,79.0651234379599,6,0,30.3146787798851
21,zys,Female,20,Right,5,353,269,331.317498855831,260.035837520711,4,0,21.7318177849156
21,zys,Female,20,Right,5,97,192,92.4728505476835,210.15744994982,1,1,27.2926126843558
21,zys,Female,20,Right,6,306,127,306.961489134333,84.6291013898136,6,0,18.4133827860333
21,zys,Female,20,Right,6,257,341,303.000344227259,352.628546650045,3,0,21.8503800843573
21,zys,Female,20,Right,6,97,192,92.0230910515596,199.312425959931,1,1,18.9822091843562
21,zys,Female,20,Right,6,353,269,340.966906276279,269.80309977028,4,1,18.6357851849152
21,zys,Female,20,Right,6,112,311,109.3280569264,312.47716095374,2,1,14.6397894843558
21,zys,Female,20,Right,6,196,81,204.966611946505,81.6111447668282,5,1,16.4423198726236
21,zys,Female,20,Right,7,97,192,94.3980586574757,186.571894218546,1,1,10.5898393837979
21,zys,Female,20,Right,7,112,311,90.3033814732825,296.542082581346,2,0,13.4612570849149
