SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
31,ljy,Female,23,Right,1,330,251,317.027217313757,229.901303689466,4,0,25.7488197186522
31,ljy,Female,23,Right,1,286,119,307.006229601857,104.467184914274,6,0,15.1234603186522
31,ljy,Female,23,Right,1,240,319,246,311.769145362398,3,1,31.4432049186526
31,ljy,Female,23,Right,1,104,290,97,275.396078403451,2,1,16.4493404277282
31,ljy,Female,23,Right,1,90,179,69.6051224213833,179.605122421382,1,0,11.8507852914254
31,ljy,Female,23,Right,1,183,76,195.882250993908,67.8822509939094,5,1,8.00001193680328
31,ljy,Female,23,Right,2,104,290,108.859852380784,269.818216114009,2,0,15.5465263277274
31,ljy,Female,23,Right,2,240,319,252.417466797898,326.983723210055,3,1,21.8567786095764
31,ljy,Female,23,Right,2,330,251,329.578378595837,229.284337716008,4,0,25.3419008277269
31,ljy,Female,23,Right,2,90,179,83.2678679515614,181.327337416484,1,1,13.004741509576
31,ljy,Female,23,Right,2,286,119,282.56733089749,115.205909449326,6,1,9.45116323680395
31,ljy,Female,23,Right,2,183,76,193.731737711593,88.8990802022159,5,1,15.4183750005004
31,ljy,Female,23,Right,3,330,251,318.505654334943,225.477000735009,4,0,16.7180529095758
31,ljy,Female,23,Right,3,286,119,287.160186832074,115.73653837647,6,1,12.7806463186525
31,ljy,Female,23,Right,3,104,290,115.185858225128,277.185858225128,2,1,16.9478119186524
31,ljy,Female,23,Right,3,240,319,249.696593458003,310.634537049552,3,1,16.2887193640308
31,ljy,Female,23,Right,3,183,76,193.845971347494,68.1830892659276,5,1,8.31303931865205
31,ljy,Female,23,Right,3,90,179,67.4241043471967,176.066568132085,1,0,10.8307587186528
31,ljy,Female,23,Right,4,330,251,319.073908706238,218.742998747889,4,0,13.6372729277282
31,ljy,Female,23,Right,4,240,319,256.081248884193,321.338426771003,3,1,29.321979209577
31,ljy,Female,23,Right,4,104,290,112.174938109284,269.542347181096,2,0,20.7582948277277
31,ljy,Female,23,Right,4,90,179,72.7963607324961,182.97524012357,1,1,9.03234203680313
31,ljy,Female,23,Right,4,286,119,283.720470605656,111.092028411306,6,1,19.9445002368038
31,ljy,Female,23,Right,4,183,76,204.076243210908,74.4295634824962,5,0,9.94779181865215
31,ljy,Female,23,Right,5,286,119,276.364582686048,124.867058345074,6,1,16.4146850914249
