SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
12,zzc,Male,23,Right,1,276,210,284,218,4,1,10.4440857999999
12,zzc,Male,23,Right,1,87,243,82,256,2,1,19.2184509
12,zzc,Male,23,Right,1,201,267,204,268,3,1,9.89056259999995
12,zzc,Male,23,Right,1,153,63,156,66,5,1,7.55539269999997
12,zzc,Male,23,Right,1,240,100,244,84,6,0,14.3137545999999
12,zzc,Male,23,Right,1,76,150,76,156,1,1,10.1317535000001
12,zzc,Male,23,Right,2,153,63,156,60,5,1,5.81864380000002
12,zzc,Male,23,Right,2,201,267,204,268,3,1,9.95337310000002
12,zzc,Male,23,Right,2,87,243,84,242,2,1,13.0506467
12,zzc,Male,23,Right,2,240,100,242,92,6,1,7.48279839999998
12,zzc,Male,23,Right,2,276,210,286,208,4,1,11.6987895000001
