SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
14,wrn,Female,24,Right,1,183,76,159.623731094717,73.6642667777204,5,0,89.8353154178876
14,wrn,Female,24,Right,1,286,119,185.759663981943,64.4908739359215,6,0,73.9164926272911
14,wrn,Female,24,Right,1,330,251,348.152890746825,259.381064611661,4,0,96.2624081896761
14,wrn,Female,24,Right,1,240,319,224.886008575157,340.718142528939,3,0,96.1371033990799
14,wrn,Female,24,Right,1,104,290,77.0011712628077,263.667485127003,2,0,66.2088965990802
14,wrn,Female,24,Right,1,90,179,74.1701815908473,168.006886681378,1,0,99.3974384178878
14,wrn,Female,24,Right,2,90,179,75.0227455807373,188.426222636024,1,1,132.152119908484
14,wrn,Female,24,Right,2,240,319,245.557642032921,329.294973370253,3,1,148.291264417887
14,wrn,Female,24,Right,2,183,76,185.805266281025,71.0579648591122,5,1,127.756327717887
14,wrn,Female,24,Right,2,104,290,98.0148026103406,303.580637634899,2,1,132.522417927291
14,wrn,Female,24,Right,2,286,119,294,116,6,1,69.3500982178866
14,wrn,Female,24,Right,2,330,251,342,104,4,0,118.45856719908
14,wrn,Female,24,Right,3,330,251,340,76,4,0,28.9806037990802
