SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
8,xcd,Male,19,Right,1,240,318,258,328,3,0,20.2085317160672
8,xcd,Male,19,Right,1,183,75,190,64,5,1,15.6492837920378
8,xcd,Male,19,Right,1,104,290,258,118,2,0,30.9394698080323
8,xcd,Male,19,Right,1,286,119,294,128,6,1,30.1654013080333
8,xcd,Male,19,Right,1,329,251,332,272,4,0,19.1518078080335
8,xcd,Male,19,Right,1,90,179,74,188,1,1,22.6192889480262
8,xcd,Male,19,Right,2,329,251,332,266,4,1,15.6087392000372
8,xcd,Male,19,Right,2,104,290,120,296,2,1,22.8685181160326
8,xcd,Male,19,Right,2,240,318,252,322,3,1,35.1681971000362
8,xcd,Male,19,Right,2,183,75,188,72,5,1,15.4144645160304
8,xcd,Male,19,Right,2,90,179,74,184,1,1,20.7459615160296
