SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
47,lxc,Male,21,Right,1,286,119,305.12892371181,97.8656944059482,6,0,19.0476883863853
47,lxc,Male,21,Right,1,240,318,264,318,3,0,19.3750490863849
47,lxc,Male,21,Right,1,90,179,96,180,1,1,17.8575579596832
47,lxc,Male,21,Right,1,329,251,338,244,4,1,31.2418797952855
47,lxc,Male,21,Right,1,104,290,118,302,2,1,32.9035928863846
47,lxc,Male,21,Right,1,183,75,164,96,5,0,14.5386971952857
47,lxc,Male,21,Right,2,90,179,100,172,1,1,16.5940556774849
47,lxc,Male,21,Right,2,104,290,296,120,2,0,32.8377244952853
47,lxc,Male,21,Right,2,329,251,330,172,4,0,19.0028512863846
47,lxc,Male,21,Right,2,183,75,166,98,5,0,19.1885093774845
