SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
25,lxy,Female,21,Right,1,257,341,230,342,3,0,31.2683377904596
25,lxy,Female,21,Right,1,97,192,100,312,1,0,28.0526914889924
25,lxy,Female,21,Right,1,353,269,358,276,4,1,31.4752174904606
25,lxy,Female,21,Right,1,196,81,204,80,5,1,20.0428419904601
25,lxy,Female,21,Right,1,306,127,268,122,6,0,21.85434348936
25,lxy,Female,21,Right,1,112,311,100,272,2,0,21.3152730904603
25,lxy,Female,21,Right,2,196,81,194,78,5,1,21.1832364893589
25,lxy,Female,21,Right,2,257,341,232,358,3,0,28.6675636908267
25,lxy,Female,21,Right,2,97,192,112,288,1,0,25.8227635882586
25,lxy,Female,21,Right,2,353,269,354,260,4,1,43.4547381827551
25,lxy,Female,21,Right,2,306,127,266,128,6,0,27.2431164794516
