SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
12,zzc,Male,23,Right,1,286,119,290,100,6,0,24.3239256673728
12,zzc,Male,23,Right,1,240,318,252,304,3,1,11.9160604859835
12,zzc,Male,23,Right,1,90,179,90,186,1,1,12.9185666673729
12,zzc,Male,23,Right,1,329,251,332,250,4,1,13.5284138766783
12,zzc,Male,23,Right,1,104,290,110,272,2,0,10.5209208138986
12,zzc,Male,23,Right,1,183,75,182,1.11442858722409e-14,5,0,5.22877856737341
12,zzc,Male,23,Right,2,90,179,88,192,1,1,10.8957737859832
12,zzc,Male,23,Right,2,104,290,102,264,2,0,18.5882280766787
12,zzc,Male,23,Right,2,329,251,330,258,4,1,16.1184434673728
12,zzc,Male,23,Right,2,183,75,186,70,5,1,7.6775003580683
12,zzc,Male,23,Right,2,286,119,284,114,6,1,12.8526398138988
12,zzc,Male,23,Right,2,240,318,252,318,3,1,14.6014291766783
12,zzc,Male,23,Right,3,183,75,190,72,5,1,13.5583538673732
12,zzc,Male,23,Right,3,104,290,98,264,2,0,10.7254645766784
