SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
14,wrn,Female,24,Right,1,104,290,100,286,2,1,22.5926265272919
14,wrn,Female,24,Right,1,183,76,184,70,5,1,35.4478322366958
14,wrn,Female,24,Right,1,240,319,256,318,3,1,21.7543201896751
14,wrn,Female,24,Right,1,286,119,280,94,6,0,23.1476878084841
14,wrn,Female,24,Right,1,90,179,82,5.02105187650414e-15,1,0,12.2603025178869
14,wrn,Female,24,Right,1,330,251,334,266,4,1,26.0008207178871
14,wrn,Female,24,Right,2,240,319,258,328,3,0,15.9326780178872
14,wrn,Female,24,Right,2,286,119,296,100,6,0,17.5151060178869
14,wrn,Female,24,Right,2,90,179,84,174,1,1,16.7692302084843
14,wrn,Female,24,Right,2,183,76,186,70,5,1,22.125937517887
14,wrn,Female,24,Right,2,330,251,334,256,4,1,19.6481871178867
14,wrn,Female,24,Right,2,104,290,76,186,2,0,24.0549632178872
14,wrn,Female,24,Right,3,90,179,76,184,1,1,15.2744490084833
14,wrn,Female,24,Right,3,104,290,104,284,2,1,18.0601567178874
14,wrn,Female,24,Right,3,330,251,328,264,4,1,18.5481507272916
14,wrn,Female,24,Right,3,183,76,188,66,5,1,24.9442200084841
14,wrn,Female,24,Right,3,240,319,260,322,3,0,23.7594871178871
14,wrn,Female,24,Right,3,286,119,280,104,6,1,21.5510546990799
14,wrn,Female,24,Right,4,330,251,322,266,4,1,21.4325694366953
14,wrn,Female,24,Right,4,90,179,80,188,1,1,14.670513508484
14,wrn,Female,24,Right,4,104,290,104,278,2,1,32.1049082084837
14,wrn,Female,24,Right,4,183,76,190,74,5,1,15.2443397272909
14,wrn,Female,24,Right,4,286,119,278,102,6,0,37.2948920084846
14,wrn,Female,24,Right,4,240,319,274,318,3,0,15.9661166084834
14,wrn,Female,24,Right,5,104,290,88,184,2,0,11.7554477084841
14,wrn,Female,24,Right,5,330,251,332,262,4,1,25.3158259272914
14,wrn,Female,24,Right,5,183,76,190,68,5,1,21.7245018178874
14,wrn,Female,24,Right,5,240,319,272,324,3,0,21.4870442272913
14,wrn,Female,24,Right,5,286,119,288,104,6,1,23.0510109178877
14,wrn,Female,24,Right,5,90,179,88,176,1,1,27.8151483084839
14,wrn,Female,24,Right,6,330,251,330,272,4,0,20.6575743272915
14,wrn,Female,24,Right,6,286,119,288,108,6,1,22.3436844144462
14,wrn,Female,24,Right,6,240,319,270,324,3,0,19.9289920272913
14,wrn,Female,24,Right,6,104,290,80,182,2,0,16.044842327291
14,wrn,Female,24,Right,6,90,179,80,186,1,1,22.6709157990799
14,wrn,Female,24,Right,6,183,76,188,62,5,1,14.7385353272912
14,wrn,Female,24,Right,7,104,290,100,276,2,1,23.2823328272907
14,wrn,Female,24,Right,7,240,319,256,322,3,1,18.9811045990791
14,wrn,Female,24,Right,7,330,251,334,266,4,1,30.5990880084837
14,wrn,Female,24,Right,7,90,179,78,184,1,1,20.4157048084844
