SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
14,wrn,Female,24,Right,1,76,150,72,144,1,1,9.76193810000041
14,wrn,Female,24,Right,1,201,267,210,270,3,1,12.3864571000013
14,wrn,Female,24,Right,1,87,243,90,220,2,0,13.5867932000001
14,wrn,Female,24,Right,1,153,63,154,58,5,1,8.83566079999946
14,wrn,Female,24,Right,1,240,100,246,106,6,1,9.32284169999912
14,wrn,Female,24,Right,1,276,210,282,94,4,0,14.1291846000022
14,wrn,Female,24,Right,2,201,267,210,266,3,1,16.1859788000002
14,wrn,Female,24,Right,2,276,210,280,214,4,1,14.8316631000016
14,wrn,Female,24,Right,2,76,150,74,144,1,1,12.1479868999995
14,wrn,Female,24,Right,2,240,100,242,92,6,1,21.6658790000001
14,wrn,Female,24,Right,2,87,243,90,238,2,1,19.3145015000009
14,wrn,Female,24,Right,2,153,63,152,58,5,1,11.9226129000017
