SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
20,whc,Male,20,Right,1,153,63,154,64,5,1,15.1477923000002
20,whc,Male,20,Right,1,201,267,233.570091335413,274.70673183066,3,0,18.6280073000003
20,whc,Male,20,Right,1,276,210,277.68713106992,229.97537668119,4,0,21.3861514999999
20,whc,Male,20,Right,1,240,100,232,98,6,1,24.2887986000001
20,whc,Male,20,Right,1,87,243,82,236,2,1,24.6119401999999
20,whc,Male,20,Right,1,76,150,62,156,1,1,15.5152733
20,whc,Male,20,Right,2,276,210,280,240,4,0,12.4404691
20,whc,Male,20,Right,2,201,267,214,274,3,1,13.1063675
20,whc,Male,20,Right,2,87,243,76,238,2,1,17.3208548999996
20,whc,Male,20,Right,2,240,100,230,108,6,1,9.82625359999975
20,whc,Male,20,Right,2,153,63,156,70,5,1,11.7941087000004
20,whc,Male,20,Right,2,76,150,61.0242517993224,151.868435336439,1,1,11.1852865999999
20,whc,Male,20,Right,3,240,100,230,90,6,1,18.1391944000002
