SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
1,zys,Female,20,Right,1,97,192,106.341118847993,197.678299091592,1,1,28.8840427133227
1,zys,Female,20,Right,1,112,311,131.609763902377,301.444451432668,2,0,14.3320354675216
1,zys,Female,20,Right,1,353,269,357.970316347858,264.997236003361,4,1,15.5878436945095
1,zys,Female,20,Right,1,196,81,204.259827163462,84.7156766527056,5,1,16.9172084098509
1,zys,Female,20,Right,1,306,127,121.566728800168,301.427442608924,6,0,18.5732317333668
1,zys,Female,20,Right,1,257,341,255.028430529186,330.765935346931,3,1,18.5911521227299
1,zys,Female,20,Right,2,196,81,203.25251101775,89.794858291503,5,1,12.1719503180275
1,zys,Female,20,Right,2,112,311,122.171243468016,309.223595248663,2,1,15.0427177251922
1,zys,Female,20,Right,2,353,269,361.155169550234,275.047515774768,4,1,20.1140129110827
1,zys,Female,20,Right,2,97,192,111.35804264972,203.83679495453,1,1,16.525893732136
1,zys,Female,20,Right,2,306,127,313.038755098683,137.541638911139,6,1,13.6140912415422
