SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
35,wzh,Male,23,Right,1,330,251,326,252,4,1,10.8417768367763
35,wzh,Male,23,Right,1,286,119,270,108,6,0,29.5599097543245
35,wzh,Male,23,Right,1,183,76,164,60,5,0,9.69075094555046
35,wzh,Male,23,Right,1,104,290,78,300,2,0,9.43180596309776
35,wzh,Male,23,Right,1,240,319,224,316,3,1,13.0556418543238
35,wzh,Male,23,Right,1,90,179,74,170,1,1,18.1958973455503
35,wzh,Male,23,Right,2,104,290,82,292,2,0,10.9978054630983
35,wzh,Male,23,Right,2,330,251,322,242,4,1,9.71013194555053
35,wzh,Male,23,Right,2,183,76,166,48,5,0,19.0502772280024
35,wzh,Male,23,Right,2,240,319,226,308,3,1,23.2816377367753
35,wzh,Male,23,Right,2,90,179,72,178,1,1,10.0687785280015
35,wzh,Male,23,Right,2,286,119,276,112,6,1,21.8030568630984
35,wzh,Male,23,Right,3,240,319,238,292,3,0,15.3139452630976
35,wzh,Male,23,Right,3,330,251,326,242,4,1,10.8339724280013
35,wzh,Male,23,Right,3,104,290,84,306,2,0,9.408454180646
