SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
41,fza,Male,19,Right,1,183,76,190,68,5,1,9.40031603573743
41,fza,Male,19,Right,1,240,319,246,316,3,1,13.3262269675024
41,fza,Male,19,Right,1,104,290,98,300,2,1,7.94622661840867
41,fza,Male,19,Right,1,286,119,284,1.73899845478924e-14,6,0,4.61443426389042
41,fza,Male,19,Right,1,330,251,324,282,4,0,12.276186412264
41,fza,Male,19,Right,1,90,179,68,196,1,0,9.36689636317033
41,fza,Male,19,Right,2,286,119,284,104,6,1,9.94235734186896
41,fza,Male,19,Right,2,240,319,248,322,3,1,16.3663116675029
41,fza,Male,19,Right,2,90,179,82,194,1,1,9.51690458916346
41,fza,Male,19,Right,2,330,251,324,260,4,1,11.6781880848307
41,fza,Male,19,Right,2,104,290,100,284,2,1,12.5165380462017
41,fza,Male,19,Right,2,183,76,190.396220324407,83.8848809193842,5,1,15.6935481934952
