SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
31,ljy,Female,23,Right,1,240,319,239.955410846828,313.955410846828,3,1,24.8956445588576
31,ljy,Female,23,Right,1,286,119,291.886273062255,113.277670388972,6,1,20.1126505231327
31,ljy,Female,23,Right,1,330,251,323.740139724422,255.649370222485,4,1,14.1564871320639
31,ljy,Female,23,Right,1,183,76,200.28088912491,84.7185101044238,5,0,17.6840295409952
31,ljy,Female,23,Right,1,104,290,108.036726650438,291.664986856321,2,1,19.8990245231328
31,ljy,Female,23,Right,1,90,179,79.3300977624591,194.286490364241,1,1,12.2159572320638
31,ljy,Female,23,Right,2,183,76,199.767125976038,81.972600225331,5,1,22.5821053409952
31,ljy,Female,23,Right,2,286,119,293.622366364086,121.622366364087,6,1,12.3892746142016
31,ljy,Female,23,Right,2,330,251,325.519189800165,257.12810961518,4,1,13.3166035409952
31,ljy,Female,23,Right,2,240,319,238.783837971575,316.783837971575,3,1,21.3339458499263
