SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
39,lh,Male,20,Right,1,330,251,320,222,4,0,12.8104783392216
39,lh,Male,20,Right,1,240,319,230,328,3,1,14.1761888392216
39,lh,Male,20,Right,1,104,290,272,292,2,0,18.2620904392215
39,lh,Male,20,Right,1,286,119,280,108,6,1,19.3014488392216
39,lh,Male,20,Right,1,183,76,174,58,5,0,8.27484823022951
39,lh,Male,20,Right,1,90,179,92,176,1,1,17.0654654302293
39,lh,Male,20,Right,2,240,319,272,314,3,0,11.6421840582905
39,lh,Male,20,Right,2,286,119,240,98,6,0,9.42322954821384
39,lh,Male,20,Right,2,330,251,312,224,4,0,10.4473952672829
39,lh,Male,20,Right,2,183,76,178,60,5,1,10.101924448214
39,lh,Male,20,Right,2,104,290,126,282,2,0,7.96240024821395
39,lh,Male,20,Right,2,90,179,94,184,1,1,8.32612053022945
39,lh,Male,20,Right,3,183,76,176,1.07768918324967e-14,5,0,3.29903724821384
39,lh,Male,20,Right,3,286,119,294,102,6,0,9.94050463922167
