SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
8,xcd,Male,19,Right,1,329,251,325.997259069509,254.104671912486,4,1,12.8966068240297
8,xcd,Male,19,Right,1,240,318,274,330,3,0,15.8669037000327
8,xcd,Male,19,Right,1,104,290,116,304,2,1,26.0602478000328
8,xcd,Male,19,Right,1,286,119,298,100,6,0,18.6218031160315
8,xcd,Male,19,Right,1,183,75,192,70,5,1,11.9507496080369
8,xcd,Male,19,Right,1,90,179,74,186,1,1,10.3441366080333
8,xcd,Male,19,Right,2,286,119,288,110,6,1,21.3382039240314
8,xcd,Male,19,Right,2,104,290,110.517877701448,308.195639172518,2,0,37.1246825080343
8,xcd,Male,19,Right,2,329,251,340,274,4,0,30.8752858160333
8,xcd,Male,19,Right,2,90,179,82,196,1,0,22.3922690080326
8,xcd,Male,19,Right,2,183,75,184,66,5,1,15.0633489080319
8,xcd,Male,19,Right,2,240,318,246,330,3,1,13.5852737080349
8,xcd,Male,19,Right,3,240,318,261.125904029352,332.31646763271,3,0,17.8801576160331
8,xcd,Male,19,Right,3,90,179,80,184,1,1,22.1667539920345
8,xcd,Male,19,Right,3,329,251,340,274,4,0,32.3032263080313
