SubNo,Name,Gender,Age,Handedness,test_time,true_leftBar,true_rightBar,leftBarLength,rightBarLength,face,acc,rt
19,wkp,Male,22,Right,1,196,81,162,84,5,0,29.4754262010574
19,wkp,Male,22,Right,1,112,311,122,312,2,1,41.0763180587492
19,wkp,Male,22,Right,1,353,269,328,268,4,0,31.0513498658365
19,wkp,Male,22,Right,1,97,192,98,210,1,1,14.1571446712296
19,wkp,Male,22,Right,1,306,127,300,126,6,1,23.3959616454777
19,wkp,Male,22,Right,1,257,341,274,346,3,1,28.2128316628205
19,wkp,Male,22,Right,2,257,341,274,344,3,1,24.7958139842394
19,wkp,Male,22,Right,2,196,81,236,94,5,0,77.9403276799021
19,wkp,Male,22,Right,2,112,311,116,308,2,1,19.957181575568
19,wkp,Male,22,Right,2,353,269,352,276,4,1,23.5398690885741
19,wkp,Male,22,Right,2,306,127,306,126,6,1,58.2786355538865
19,wkp,Male,22,Right,2,97,192,115.313586933845,226.315657143846,1,0,15.428161775566
19,wkp,Male,22,Right,3,196,81,218,96,5,0,15.5563756799038
19,wkp,Male,22,Right,3,257,341,282,360,3,0,23.9472680322033
