SubNo,Name,Gender,Age,Handedness,face,true_leftBar,true_rightBar,leftBarLength,rightBarLength,error,acc,rt
14,wrn,Female,24,Right,4,276,210,284,212,8.24621125123532,1,28.6159158000009
14,wrn,Female,24,Right,1,76,150,72,150,4,1,13.1913992000009
14,wrn,Female,24,Right,2,87,243,88,232,11.0453610171873,1,16.2746109
14,wrn,Female,24,Right,6,240,100,238,106,6.32455532033676,1,11.4664271000001
14,wrn,Female,24,Right,5,153,63,152,58,5.09901951359278,1,10.6764627000011
14,wrn,Female,24,Right,3,201,267,218,268,17.0293863659264,0,11.8044277999979
14,wrn,Female,24,Right,5,153,63,156,60,4.24264068711928,1,11.2230907999983
14,wrn,Female,24,Right,2,87,243,84,228,15.2970585407784,1,12.0980654999985
14,wrn,Female,24,Right,1,76,150,78,150,2,1,10.5610363000014
14,wrn,Female,24,Right,3,201,267,212,268,11.0453610171873,1,11.4429283999998
14,wrn,Female,24,Right,4,276,210,280,116,94.0850678907126,0,8.4307450999986
14,wrn,Female,24,Right,6,240,100,242,106,6.32455532033677,1,8.40872049999962
14,wrn,Female,24,Right,3,201,267,220,272,19.6468827043885,0,14.1463030000014
14,wrn,Female,24,Right,1,76,150,78,152,2.82842712474619,1,10.2235600999993
14,wrn,Female,24,Right,5,153,63,158,62,5.09901951359278,1,14.6333381000004
14,wrn,Female,24,Right,4,276,210,282,224,15.2315462117278,1,18.6951752999994
14,wrn,Female,24,Right,2,87,243,90,224,19.2353840616713,0,24.0852766999997
14,wrn,Female,24,Right,6,240,100,236,106,7.21110255092798,1,13.5328595000028
14,wrn,Female,24,Right,4,276,210,280,214,5.65685424949238,1,18.0992766999989
14,wrn,Female,24,Right,2,87,243,92,222,21.5870331449229,0,9.52278859999933
14,wrn,Female,24,Right,6,240,100,234,100,6,1,12.9690383999987
14,wrn,Female,24,Right,1,76,150,76,148,2,1,12.263128999999
14,wrn,Female,24,Right,3,201,267,218,268,17.0293863659264,0,11.1658134999998
14,wrn,Female,24,Right,5,153,63,158,56,8.60232526704262,1,10.7232288999985
