SubNo,Name,Gender,Age,Handedness,face,true_leftBar,true_rightBar,leftBarLength,rightBarLength,error,acc,rt
21,zys,Female,20,Right,2,112,311,89.5583356668772,306.228235366848,22.9433658331719,0,20.6240312999998
21,zys,Female,20,Right,3,257,341,250.734199272053,349.932597165758,10.9110746898759,1,18.291411133765
21,zys,Female,20,Right,1,97,192,117.651248311294,195.023004378199,20.8713347030162,0,15.4002658078443
21,zys,Female,20,Right,4,353,269,318.041304881712,259.21365788806,36.3026563257471,0,17.8169235604364
21,zys,Female,20,Right,5,196,81,201.069447123186,79.9779787224847,5.17144289598867,1,8.29343330784468
21,zys,Female,20,Right,6,306,127,289.763853959329,96.9647752301604,34.1427468905005,0,18.1715316225091
21,zys,Female,20,Right,1,97,192,107.896360111796,199.768162611375,13.3818912730112,1,10.5575193315472
21,zys,Female,20,Right,6,306,127,295.744355816166,87.268784689531,41.0334949483012,0,11.3728819457701
21,zys,Female,20,Right,4,353,269,334.225686976662,256.06653385285,22.7980125466615,0,19.5874954410301
21,zys,Female,20,Right,3,257,341,256.298019329677,355.885318029768,14.9018612833713,1,16.5646173173263
21,zys,Female,20,Right,2,112,311,72.2789956698028,313.610980107469,39.8067255890402,0,12.119124026809
21,zys,Female,20,Right,5,196,81,204.913552981622,94.2699196952139,15.9856872067987,1,12.8080468000007
21,zys,Female,20,Right,1,97,192,116.722339158722,202.116458439572,22.1655902978297,0,13.468681531549
21,zys,Female,20,Right,4,353,269,325.859814629364,263.466658968682,27.698511240162,0,20.2991682410302
21,zys,Female,20,Right,3,257,341,248.348961692176,344.368728793297,9.28379219318386,1,15.4999719315474
21,zys,Female,20,Right,6,306,127,294.447349473849,104.38376360627,25.3960210032289,0,14.3330770125831
21,zys,Female,20,Right,2,112,311,98.2945733715034,301.648198897573,16.5920132271061,1,10.9969669457696
21,zys,Female,20,Right,5,196,81,203.419058385449,105.424410700444,25.5263445363939,0,10.6068988721363
21,zys,Female,20,Right,4,353,269,317.423629799034,259.719145557216,36.7670011812814,0,17.7560869031058
21,zys,Female,20,Right,1,97,192,126.122052370491,202.493679095321,30.954987243176,0,12.5143957268083
21,zys,Female,20,Right,3,257,341,247.590899420456,347.430295794115,11.3964853229313,1,24.9871780410285
21,zys,Female,20,Right,2,112,311,102.668695492128,304.089875567215,11.6113334072881,1,15.9531202888811
21,zys,Female,20,Right,6,306,127,289.103890995729,101.389289592809,30.682030360542,0,12.3347499125848
21,zys,Female,20,Right,5,196,81,201.175847343798,86.6515155740793,7.6634864135305,1,11.3349745771829
