SubNo,Name,Gender,Age,Handedness,face,true_leftBar,true_rightBar,leftBarLength,rightBarLength,error,acc,rt
43,wkf,Male,20,Right,4,330,251,326,250,4.12310562561765,1,34.9968412449343
43,wkf,Male,20,Right,3,240,319,244,324,6.40312423743285,1,34.4717515010179
43,wkf,Male,20,Right,5,183,76,188,74,5.3851648071345,1,20.9563450801488
43,wkf,Male,20,Right,2,104,290,96,288,8.24621125123532,1,27.6348513229987
43,wkf,Male,20,Right,6,286,119,282,116,4.99999999999999,1,26.7053077713572
43,wkf,Male,20,Right,1,90,179,88,178,2.23606797749979,1,10.6890446625639
43,wkf,Male,20,Right,4,330,251,326,248,4.99999999999998,1,23.9835484888954
43,wkf,Male,20,Right,3,240,319,242,316,3.60555127546399,1,25.5082895142077
43,wkf,Male,20,Right,2,104,290,112,288,8.24621125123532,1,24.5646038823234
43,wkf,Male,20,Right,1,90,179,88,184,5.3851648071345,1,13.4981184361877
43,wkf,Male,20,Right,6,286,119,282,118,4.12310562561766,1,26.4997964010199
43,wkf,Male,20,Right,5,183,76,186,78,3.605551275464,1,16.6919441537721
43,wkf,Male,20,Right,4,330,251,320,254,10.4403065089106,1,26.173117193337
43,wkf,Male,20,Right,3,240,319,240,316,3,1,24.8502962889415
43,wkf,Male,20,Right,1,90,179,92,182,3.60555127546399,1,11.8848474625647
43,wkf,Male,20,Right,6,286,119,288,114,5.38516480713449,1,22.6271567581698
43,wkf,Male,20,Right,5,183,76,186,76,3,1,18.1943530669614
43,wkf,Male,20,Right,2,104,290,106,286,4.47213595499958,1,22.9475689713563
43,wkf,Male,20,Right,3,240,319,246,320,6.08276253029822,1,24.2186646581231
43,wkf,Male,20,Right,4,330,251,328,250,2.23606797749978,1,21.170069240583
43,wkf,Male,20,Right,5,183,76,188,78,5.38516480713451,1,18.8679482218886
43,wkf,Male,20,Right,1,90,179,90,178,1,1,10.1461773317915
43,wkf,Male,20,Right,6,286,119,286,120,1.00000000000001,1,44.5700303449794
43,wkf,Male,20,Right,2,104,290,98.1046719124859,285.997259069509,7.12578614723033,1,21.3652354713577
