SubNo,Name,Gender,Age,Handedness,face,true_leftBar,true_rightBar,leftBarLength,rightBarLength,error,acc,rt
23,yhz,Female,19,Right,2,112,311,98,290,25.2388589282479,0,22.2782284000004
23,yhz,Female,19,Right,3,257,341,274,356,22.6715680975093,0,28.5834756132117
23,yhz,Female,19,Right,1,97,192,96,194,2.23606797749978,1,13.7082215697028
23,yhz,Female,19,Right,4,353,269,338,250,24.2074368738204,0,30.8054134839313
23,yhz,Female,19,Right,5,196,81,202,74,9.21954445729289,1,292.548596574446
23,yhz,Female,19,Right,6,306,127,276,140,32.6955654485436,0,17.4204168028991
23,yhz,Female,19,Right,5,196,81,185.997259069509,76.1046719124859,11.1363846560238,1,21.0847191791872
23,yhz,Female,19,Right,1,97,192,1.13892152320704e-14,186,97.1853898484746,0,6.39402226970378
23,yhz,Female,19,Right,3,257,341,276,336,19.6468827043885,1,23.0767118365093
23,yhz,Female,19,Right,6,306,127,265.972590695091,110.953280875141,43.1241311835357,0,18.8101172649622
23,yhz,Female,19,Right,4,353,269,190,252,163.884105391585,0,16.3485230554761
23,yhz,Female,19,Right,2,112,311,110,282,29.0688837074973,0,16.3700269507335
23,yhz,Female,19,Right,2,112,311,84.9073800366903,280.395584540888,40.8734669690532,0,20.3401732088842
23,yhz,Female,19,Right,4,353,269,281.988766337232,337.947922320674,98.9768220274116,0,27.8116895270232
23,yhz,Female,19,Right,3,257,341,280,336,23.5372045918796,0,22.8273854365107
23,yhz,Female,19,Right,1,97,192,102,192,5.00000000000001,1,13.1065222697034
23,yhz,Female,19,Right,5,196,81,188,70,13.6014705087354,1,18.2198499554761
23,yhz,Female,19,Right,6,306,127,302,122,6.40312423743285,1,60.0443602839314
23,yhz,Female,19,Right,2,112,311,106,316,7.81024967590663,1,17.5193982412511
23,yhz,Female,19,Right,4,353,269,264,348,119.004201606498,0,22.5158179127993
23,yhz,Female,19,Right,1,97,192,103.931476737729,201.383202187853,11.6657555719208,1,17.0197340839313
23,yhz,Female,19,Right,5,196,81,203.720425089933,75.6298159487013,9.40445853380644,1,12.2838664459923
23,yhz,Female,19,Right,6,306,127,285.989036278037,117.581312350056,22.1167435697242,0,19.4663074981563
23,yhz,Female,19,Right,3,257,341,280,346,23.5372045918796,0,22.6886381317672
