SubNo,Name,Gender,Age,Handedness,face,true_leftBar,true_rightBar,leftBarLength,rightBarLength,error,acc,rt
15,xhty,Male,21,Right,4,353,269,356,292,23.1948270094864,0,24.066633817818
15,xhty,Male,21,Right,3,257,341,295.808412711988,227.342333456849,120.100616406654,0,21.5677738452114
15,xhty,Male,21,Right,2,112,311,53.9065078803055,302.694041491802,58.6842634221553,0,27.5347845871856
15,xhty,Male,21,Right,1,97,192,64,198,33.5410196624968,0,10.9995856999994
15,xhty,Male,21,Right,5,196,81,214,54,32.4499614791759,0,14.0163075999999
15,xhty,Male,21,Right,6,306,127,275.901416634137,95.3719693114533,43.6607036803972,0,16.2801417000001
15,xhty,Male,21,Right,6,306,127,301.166531853099,88.3510839971385,38.9499823173689,0,15.7783803000002
15,xhty,Male,21,Right,1,97,192,69.2237346172522,187.132097844695,28.19959911074,0,14.1534836999999
15,xhty,Male,21,Right,2,112,311,80,314,32.1403173599764,0,16.2278907
15,xhty,Male,21,Right,3,257,341,198.02249658666,304.32451675879,69.4509681706943,0,18.8029712000007
15,xhty,Male,21,Right,4,353,269,355.805716837105,255.600860562901,13.6897401226183,1,23.9627443999998
15,xhty,Male,21,Right,5,196,81,210,70,17.8044938147649,1,13.1556001999998
15,xhty,Male,21,Right,3,257,341,205.643746650488,325.720672112494,53.5809912076396,0,19.0497984000003
15,xhty,Male,21,Right,1,97,192,69.9862953475457,198.523359562429,27.7901863799214,0,12.6589345999992
15,xhty,Male,21,Right,6,306,127,308.090967260032,110.520618631939,16.6115066853231,1,19.5097051000002
15,xhty,Male,21,Right,2,112,311,88,302,25.6320112359526,0,16.1080394000001
15,xhty,Male,21,Right,4,353,269,340.313728839021,269.986302860246,12.7245537957922,1,21.6905062999995
15,xhty,Male,21,Right,5,196,81,214,70,21.095023109729,0,11.7019755000001
15,xhty,Male,21,Right,2,112,311,84.4421367824734,300.601132945069,29.4545796293555,0,15.1067305999995
15,xhty,Male,21,Right,4,353,269,336,276,18.3847763108502,1,21.8902478
15,xhty,Male,21,Right,5,196,81,220,82,24.0208242989286,0,15.9210679999997
15,xhty,Male,21,Right,6,306,127,302.069039816105,119.47389950708,8.49085605795459,1,16.7417886000003
15,xhty,Male,21,Right,3,257,341,111.989036278037,304.418687649944,149.553910055287,0,16.8425874999994
15,xhty,Male,21,Right,1,97,192,72,190,25.0798724079689,0,12.2200552000004
