SubNo,Name,Gender,Age,Handedness,face,true_leftBar,true_rightBar,leftBarLength,rightBarLength,error,acc,rt
31,ljy,Female,23,Right,2,104,290,103.020071032568,307.661957747643,17.6891212970213,1,19.3537205580406
31,ljy,Female,23,Right,3,240,319,237.14138944577,322.049498091044,4.17984364636235,1,12.8214248419099
31,ljy,Female,23,Right,6,286,119,301.938794311776,110.026311234995,18.2913163595269,1,17.1404402419103
31,ljy,Female,23,Right,5,183,76,199.177445357551,70.4338196661125,17.1082466023235,1,16.5787992580408
31,ljy,Female,23,Right,1,90,179,74.5338553290084,180.882000613235,15.5802296931803,1,6.30374145804035
31,ljy,Female,23,Right,4,330,251,327.580486514986,251.078920301924,2.42080026400774,1,17.1432932499747
31,ljy,Female,23,Right,2,104,290,95.70953688031,310.66252583998,22.26368686509,0,15.4293416822366
31,ljy,Female,23,Right,1,90,179,81.2826515897146,185.786206369348,11.047387030139,1,14.5208726580404
31,ljy,Female,23,Right,6,286,119,306.606577182224,124.123244055924,21.2339033817034,0,22.7704900580411
31,ljy,Female,23,Right,4,330,251,333.748822784626,258.310534927197,8.21569188761929,1,18.9628582499754
31,ljy,Female,23,Right,5,183,76,194.549531697153,69.5754615162465,13.2161407813614,1,9.67024315803974
31,ljy,Female,23,Right,3,240,319,231,323.89350101538,10.2443326862968,1,14.0610648499751
31,ljy,Female,23,Right,2,104,290,94.969199070408,294.161637360918,9.94357033231548,1,17.7683429580402
31,ljy,Female,23,Right,5,183,76,193.380194412386,68.3888446082144,12.8716013936429,1,12.7329337580404
31,ljy,Female,23,Right,6,286,119,293.046113379264,114.44430312352,8.39059519842379,1,21.5512444419101
31,ljy,Female,23,Right,3,240,319,232.314564240929,326.401303811929,10.669827595762,1,18.4891336741712
31,ljy,Female,23,Right,4,330,251,332.209358927594,247.69981372437,3.97146022576062,1,13.7768839822365
31,ljy,Female,23,Right,1,90,179,79.7877484736149,188.190364274375,13.7387363587002,1,10.6636317499751
31,ljy,Female,23,Right,4,330,251,329.587878478681,237.587878478682,13.4184517680296,1,13.8783919580401
31,ljy,Female,23,Right,2,104,290,95.4195793138177,299.226165040487,12.5994341343637,1,15.0894312580403
31,ljy,Female,23,Right,3,240,319,234.726719406898,329.383065555084,11.6454084743627,1,22.395590482236
31,ljy,Female,23,Right,1,90,179,69.7600508986027,191.829308762146,23.9634451392453,0,16.2353850499749
31,ljy,Female,23,Right,5,183,76,183.545232146862,63.9104549910572,12.1018336055833,1,8.71883124997476
31,ljy,Female,23,Right,6,286,119,293.909758231761,109.420835455047,12.4227480319047,1,29.5320359580401
